|  wavelength | species |     ep |      gf | comments
|   6531.3877 |    23.0 | 1.2181 | -2.487  | KRZ/hfs + Asplund loggf=-0.836
|  -6531.3911 |    23.0 | 1.2181 | -2.232  |
|  -6531.3911 |    23.0 | 1.2181 | -2.232  |
|  -6531.3940 |    23.0 | 1.2181 | -4.140  |
|  -6531.3975 |    23.0 | 1.2181 | -2.033  |
|  -6531.3989 |    23.0 | 1.2181 | -2.033  |
|  -6531.4033 |    23.0 | 1.2181 | -2.897  |
|  -6531.4082 |    23.0 | 1.2181 | -1.969  |
|  -6531.4092 |    23.0 | 1.2181 | -1.969  |
|  -6531.4141 |    23.0 | 1.2181 | -2.180  |
|  -6531.4209 |    23.0 | 1.2181 | -2.000  |
|  -6531.4219 |    23.0 | 1.2181 | -2.000  |
|  -6531.4287 |    23.0 | 1.2181 | -1.774  |
|  -6531.4360 |    23.0 | 1.2181 | -2.181  |
|  -6531.4380 |    23.0 | 1.2181 | -2.181  |
|  -6531.4458 |    23.0 | 1.2181 | -1.482  |
|   4511.900  |    24.0 | 3.090  | -0.39   | Bensby03 --- Cr I
|   4535.1268 |    24.0 | 2.544  | -0.993  | Asplund
|   4541.0601 |    24.0 | 2.545  | -1.143  | Asplund
|   4545.945  |    24.0 | 0.940  | -1.31   | Bensby03
|   4575.11   |    24.0 | 3.37   | -1.004  | Neves09
|   4600.75   |    24.0 | 1.00   | -1.457  | Neves09
|   4626.18   |    24.0 | 0.97   | -1.467  | Neves09
|   4633.2590 |    24.0 | 3.125  | -1.110  | Asplund
|   4700.5988 |    24.0 | 2.710  | -1.255  | Asplund
|   4708.0174 |    24.0 | 3.168  |  0.090  | Asplund
|   4730.72   |    24.0 | 3.08   | -0.345  | Neves09
|   4745.2702 |    24.0 | 2.708  | -1.380  | Asplund
|   4767.86   |    24.0 | 3.56   | -0.599  | Neves09
|   4775.14   |    24.0 | 3.55   | -1.025  | Neves09
|   4789.3401 |    24.0 | 2.544  | -0.348  | Asplund
|   4801.0477 |    24.0 | 3.122  | -0.131  | Asplund
|   4885.7334 |    24.0 | 2.544  | -1.055  | Asplund
|   4936.3355 |    24.0 | 3.113  | -0.237  | Asplund
|   4953.7144 |    24.0 | 3.122  | -1.480  | Asplund
|   4964.93   |    24.0 | 0.94   | -2.577  | Neves09
|   5214.14   |    24.0 | 3.37   | -0.784  | Neves09
|   5220.9127 |    24.0 | 3.385  | -0.890  | Asplund
|   5238.960  |    24.0 | 2.710  | -1.43   | Bensby03
|   5241.4540 |    24.0 | 2.710  | -1.920  | Asplund
|   5247.57   |    24.0 | 0.96   | -1.618  | Neves09
|   5272.0079 |    24.0 | 3.449  | -0.421  | Asplund
|   5287.2011 |    24.0 | 3.438  | -0.888  | Asplund
|   5296.691  |    24.0 | 0.983  | -1.41   | Bensby03
|   5297.390  |    24.0 | 2.900  |  0.00   | Bensby03
|   5300.7429 |    24.0 | 0.983  | -2.083  | Asplund
|   5304.1840 |    24.0 | 3.464  | -0.681  | Asplund
|   5312.8713 |    24.0 | 3.449  | -0.556  | Asplund
|   5318.8103 |    24.0 | 3.438  | -0.679  | Asplund
|   5340.4735 |    24.0 | 3.438  | -0.730  | Asplund
|   5480.510  |    24.0 | 3.500  | -0.92   | Bensby03
|   5574.390  |    24.0 | 4.450  | -0.72   | Bensby03
|   5628.6214 |    24.0 | 3.422  | -0.756  | Asplund
|   5719.8089 |    24.0 | 3.013  | -1.620  | Asplund
|   5781.1632 |    24.0 | 3.011  | -1.000  | Asplund
|   5783.073  |    24.0 | 3.232  | -0.48   | Bensby03
|   5783.870  |    24.0 | 3.322  | -0.29   | Reddy03
|   5785.0243 |    24.0 | 3.321  | -0.380  | Asplund
|   5787.930  |    24.0 | 3.322  | -0.08   | Reddy03
|   5844.5919 |    24.0 | 3.013  | -1.770  | Asplund
|   6330.100  |    24.0 | 0.941  | -2.90   | Reddy03
|   6661.08   |    24.0 | 4.19   | -0.234  | Neves09
|   6882.4772 |    24.0 | 3.438  | -0.375  | Asplund **measure these two ...**
|   6882.9970 |    24.0 | 3.438  | -0.420  | Asplund **together, but note tellurics**
|   4554.9897 |    24.1 | 4.071  | -1.249  | Asplund --- Cr II
|   4588.1997 |    24.1 | 4.071  | -0.594  | Asplund
|   4592.05   |    24.1 | 4.071  | -1.252  | Neves09
|   4616.628  |    24.1 | 4.073  | -1.21   | Bensby03
|   4848.2365 |    24.1 | 3.864  | -1.160  | Asplund
|   4884.61   |    24.1 | 3.86   | -2.069  | Neves09
|   5237.3280 |    24.1 | 4.073  | -1.087  | Asplund
|   5246.7678 |    24.1 | 3.714  | -2.436  | Asplund
|   5279.8769 |    24.1 | 4.073  | -1.909  | Asplund
|   5305.870  |    24.1 | 3.827  | -1.97   | Reddy03
|   5308.420  |    24.1 | 4.070  | -1.79   | Bensby03
|   5310.6860 |    24.1 | 4.072  | -2.144  | Asplund
|   5313.5614 |    24.1 | 4.073  | -1.473  | Asplund
|   5502.0678 |    24.1 | 4.168  | -2.049  | Asplund
|   6129.2264 |    24.1 | 4.750  | -2.478  | Asplund
|   4502.2041 |    25.0 | 2.9197 | -0.610  | KRZ/hfs + Asplund loggf=-0.430 --- Mn I
|  -4502.2070 |    25.0 | 2.9197 | -1.528  |
|  -4502.2080 |    25.0 | 2.9197 | -2.745  |
|  -4502.2109 |    25.0 | 2.9197 | -0.750  |
|  -4502.2129 |    25.0 | 2.9197 | -2.393  |
|  -4502.2129 |    25.0 | 2.9197 | -1.352  |
|  -4502.2158 |    25.0 | 2.9197 | -0.908  |
|  -4502.2173 |    25.0 | 2.9197 | -1.326  |
|  -4502.2178 |    25.0 | 2.9197 | -2.268  |
|  -4502.2197 |    25.0 | 2.9197 | -2.347  |
|  -4502.2197 |    25.0 | 2.9197 | -1.393  |
|  -4502.2197 |    25.0 | 2.9197 | -1.092  |
|  -4502.2222 |    25.0 | 2.9197 | -1.569  |
|  -4502.2222 |    25.0 | 2.9197 | -1.314  |
|  -4502.2227 |    25.0 | 2.9197 | -1.599  |
|   4671.6582 |    25.0 | 2.8884 | -2.227  | KRZ/hfs + Asplund loggf=-1.660
|  -4671.6650 |    25.0 | 2.8884 | -3.145  |
|  -4671.6709 |    25.0 | 2.8884 | -4.362  |
|  -4671.6758 |    25.0 | 2.8884 | -2.367  |
|  -4671.6821 |    25.0 | 2.8884 | -2.969  |
|  -4671.6860 |    25.0 | 2.8884 | -4.010  |
|  -4671.6899 |    25.0 | 2.8884 | -2.525  |
|  -4671.6948 |    25.0 | 2.8884 | -2.943  |
|  -4671.6982 |    25.0 | 2.8884 | -3.885  |
|  -4671.7012 |    25.0 | 2.8884 | -2.709  |
|  -4671.7041 |    25.0 | 2.8884 | -3.010  |
|  -4671.7070 |    25.0 | 2.8884 | -3.964  |
|  -4671.7090 |    25.0 | 2.8884 | -2.931  |
|  -4671.7109 |    25.0 | 2.8884 | -3.186  |
|  -4671.7129 |    25.0 | 2.8884 | -3.216  |
|   4709.693  |    25.0 | 2.8884 | -0.949  | JM/hfs total gf=-0.339
|  -4709.698  |    25.0 | 2.8884 | -1.940  |
|  -4709.701  |    25.0 | 2.8884 | -1.940  |
|  -4709.706  |    25.0 | 2.8884 | -1.119  |
|  -4709.711  |    25.0 | 2.8884 | -1.758  |
|  -4709.713  |    25.0 | 2.8884 | -1.758  |
|  -4709.717  |    25.0 | 2.8884 | -1.304  |
|  -4709.721  |    25.0 | 2.8884 | -1.727  |
|  -4709.723  |    25.0 | 2.8884 | -1.727  |
|  -4709.726  |    25.0 | 2.8884 | -1.496  |
|  -4709.729  |    25.0 | 2.8884 | -1.792  |
|  -4709.730  |    25.0 | 2.8884 | -1.792  |
|  -4709.733  |    25.0 | 2.8884 | -1.671  |
|  -4709.735  |    25.0 | 2.8884 | -1.990  |
|  -4709.736  |    25.0 | 2.8884 | -1.990  |
|  -4709.737  |    25.0 | 2.8884 | -1.735  |
|   4739.072  |    25.0 | 2.941  | -1.518  | JM/hfs loggf = -0.49
|  -4739.072  |    25.0 | 2.941  | -1.041  |
|  -4739.088  |    25.0 | 2.941  | -1.416  |
|  -4739.088  |    25.0 | 2.941  | -1.590  |
|  -4739.088  |    25.0 | 2.941  | -1.518  |
|  -4739.100  |    25.0 | 2.941  | -1.416  |
|  -4739.101  |    25.0 | 2.941  | -1.548  |
|  -4739.101  |    25.0 | 2.941  | -3.125  |
|  -4739.109  |    25.0 | 2.941  | -1.916  |
|  -4739.109  |    25.0 | 2.941  | -1.548  |
|   5004.887  |    25.0 | 2.920  | -4.332  | JM/hfs loggf = -1.63
|  -5004.887  |    25.0 | 2.920  | -3.115  |
|  -5004.887  |    25.0 | 2.920  | -2.197  |
|  -5004.891  |    25.0 | 2.920  | -3.980  |
|  -5004.891  |    25.0 | 2.920  | -2.939  |
|  -5004.891  |    25.0 | 2.920  | -2.337  |
|  -5004.894  |    25.0 | 2.920  | -3.855  |
|  -5004.894  |    25.0 | 2.920  | -2.913  |
|  -5004.894  |    25.0 | 2.920  | -2.495  |
|  -5004.896  |    25.0 | 2.920  | -3.934  |
|  -5004.896  |    25.0 | 2.920  | -2.980  |
|  -5004.896  |    25.0 | 2.920  | -2.679  |
|  -5004.898  |    25.0 | 2.920  | -3.186  |
|  -5004.898  |    25.0 | 2.920  | -3.156  |
|  -5004.898  |    25.0 | 2.920  | -2.901  |
|   5255.2617 |    25.0 | 3.1325 | -4.070  | KRZ/hfs + Asplund loggf=-0.870
|  -5255.2666 |    25.0 | 3.1325 | -2.748  |
|  -5255.2695 |    25.0 | 3.1325 | -1.949  |
|  -5255.2710 |    25.0 | 3.1325 | -3.911  |
|  -5255.2773 |    25.0 | 3.1325 | -2.554  |
|  -5255.2822 |    25.0 | 3.1325 | -1.855  |
|  -5255.2822 |    25.0 | 3.1325 | -3.991  |
|  -5255.2886 |    25.0 | 3.1325 | -2.502  |
|  -5255.2949 |    25.0 | 3.1325 | -1.760  |
|  -5255.2959 |    25.0 | 3.1325 | -4.313  |
|  -5255.3052 |    25.0 | 3.1325 | -2.546  |
|  -5255.3120 |    25.0 | 3.1325 | -1.668  |
|  -5255.3223 |    25.0 | 3.1325 | -2.739  |
|  -5255.3311 |    25.0 | 3.1325 | -1.580  |
|  -5255.3525 |    25.0 | 3.1325 | -1.497  |
|   5377.5640 |    25.0 | 3.8437 | -1.478  | KRZ/hfs + Neves09 loggf=-0.068
|  -5377.5762 |    25.0 | 3.8437 | -1.302  |
|  -5377.5762 |    25.0 | 3.8437 | -1.068  |
|  -5377.5820 |    25.0 | 3.8437 | -1.624  |
|  -5377.5938 |    25.0 | 3.8437 | -1.147  |
|  -5377.5957 |    25.0 | 3.8437 | -0.795  |
|  -5377.6064 |    25.0 | 3.8437 | -1.670  |
|  -5377.6201 |    25.0 | 3.8437 | -1.126  |
|  -5377.6260 |    25.0 | 3.8437 | -0.583  |
|  -5377.6377 |    25.0 | 3.8437 | -1.846  |
|  -5377.6553 |    25.0 | 3.8437 | -1.272  |
|  -5377.6782 |    25.0 | 3.8437 | -2.226  |
|   5388.4980 |    25.0 | 3.3726 | -3.176  | KRZ/hfs + Asplund loggf=-1.620
|  -5388.4990 |    25.0 | 3.3726 | -3.146  |
|  -5388.4990 |    25.0 | 3.3726 | -2.891  |
|  -5388.5000 |    25.0 | 3.3726 | -2.669  |
|  -5388.5010 |    25.0 | 3.3726 | -3.924  |
|  -5388.5010 |    25.0 | 3.3726 | -2.970  |
|  -5388.5020 |    25.0 | 3.3726 | -2.485  |
|  -5388.5029 |    25.0 | 3.3726 | -3.845  |
|  -5388.5029 |    25.0 | 3.3726 | -2.903  |
|  -5388.5029 |    25.0 | 3.3726 | -2.327  |
|  -5388.5054 |    25.0 | 3.3726 | -2.929  |
|  -5388.5054 |    25.0 | 3.3726 | -2.187  |
|  -5388.5059 |    25.0 | 3.3726 | -3.970  |
|  -5388.5083 |    25.0 | 3.3726 | -3.105  |
|  -5388.5103 |    25.0 | 3.3726 | -4.322  |
|   5394.6191 |    25.0 | 0.0000 | -4.067  | KRZ/hfs + Reddy03 loggf=-3.50
|  -5394.6509 |    25.0 | 0.0000 | -4.985  |
|  -5394.6538 |    25.0 | 0.0000 | -4.207  |
|  -5394.6772 |    25.0 | 0.0000 | -6.202  |
|  -5394.6807 |    25.0 | 0.0000 | -4.809  |
|  -5394.6831 |    25.0 | 0.0000 | -4.365  |
|  -5394.7021 |    25.0 | 0.0000 | -5.850  |
|  -5394.7051 |    25.0 | 0.0000 | -4.783  |
|  -5394.7070 |    25.0 | 0.0000 | -4.549  |
|  -5394.7212 |    25.0 | 0.0000 | -5.725  |
|  -5394.7227 |    25.0 | 0.0000 | -4.850  |
|  -5394.7246 |    25.0 | 0.0000 | -4.771  |
|  -5394.7339 |    25.0 | 0.0000 | -5.804  |
|  -5394.7358 |    25.0 | 0.0000 | -5.056  |
|  -5394.7358 |    25.0 | 0.0000 | -5.026  |
|   5399.450  |    25.0 | 3.850  | -1.162  | JM/hfs loggf = -0.104 (=Neves09)
|  -5399.455  |    25.0 | 3.850  | -1.030  |
|  -5399.465  |    25.0 | 3.850  | -1.530  |
|  -5399.465  |    25.0 | 3.850  | -1.132  |
|  -5399.478  |    25.0 | 3.850  | -2.740  |
|  -5399.494  |    25.0 | 3.850  | -1.162  |
|  -5399.497  |    25.0 | 3.850  | -1.204  |
|  -5399.521  |    25.0 | 3.850  | -1.030  |
|  -5399.522  |    25.0 | 3.850  | -0.655  |
|  -5399.555  |    25.0 | 3.850  | -1.132  |
|   5413.5933 |    25.0 | 3.8590 | -1.810  | KRZ/hfs + Neves09 loggf=-0.476
|  -5413.6279 |    25.0 | 3.8590 | -1.379  |
|  -5413.6377 |    25.0 | 3.8590 | -1.266  |
|  -5413.6577 |    25.0 | 3.8590 | -1.266  |
|  -5413.6968 |    25.0 | 3.8590 | -0.902  |
|  -5413.7017 |    25.0 | 3.8590 | -1.363  |
|   5420.2520 |    25.0 | 2.1427 | -3.018  | KRZ/hfs + Asplund loggf=-1.462
|  -5420.2583 |    25.0 | 2.1427 | -2.988  |
|  -5420.2666 |    25.0 | 2.1427 | -2.733  |
|  -5420.2681 |    25.0 | 2.1427 | -3.766  |
|  -5420.2773 |    25.0 | 2.1427 | -2.812  |
|  -5420.2910 |    25.0 | 2.1427 | -2.511  |
|  -5420.2939 |    25.0 | 2.1427 | -3.687  |
|  -5420.3071 |    25.0 | 2.1427 | -2.745  |
|  -5420.3247 |    25.0 | 2.1427 | -2.327  |
|  -5420.3291 |    25.0 | 2.1427 | -3.812  |
|  -5420.3472 |    25.0 | 2.1427 | -2.771  |
|  -5420.3701 |    25.0 | 2.1427 | -2.169  |
|  -5420.3760 |    25.0 | 2.1427 | -4.164  |
|  -5420.3979 |    25.0 | 2.1427 | -2.947  |
|  -5420.4248 |    25.0 | 2.1427 | -2.029  |
|   6013.520  |    25.0 | 3.073  | -0.765  | JM/hfs loggf =-0.25
|  -6013.545  |    25.0 | 3.073  | -0.977  |
|  -6013.567  |    25.0 | 3.073  | -1.250  |
|  -6013.573  |    25.0 | 3.073  | -1.454  |
|  -6013.584  |    25.0 | 3.073  | -1.660  |
|  -6013.587  |    25.0 | 3.073  | -1.308  |
|  -6013.598  |    25.0 | 3.073  | -1.329  |
|  -6013.605  |    25.0 | 3.073  | -1.484  |
|  -6013.615  |    25.0 | 3.073  | -2.408  |
|  -6013.615  |    25.0 | 3.073  | -1.806  |
|  -6013.619  |    25.0 | 3.073  | -2.028  |
|  -6013.619  |    25.0 | 3.073  | -1.852  |
|   6016.613  |    25.0 | 3.073  | -1.444  | JM/hfs loggf= -0.084
|  -6016.640  |    25.0 | 3.073  | -0.666  |
|  -6016.640  |    25.0 | 3.073  | -1.281  |
|  -6016.661  |    25.0 | 3.073  | -1.276  |
|  -6016.662  |    25.0 | 3.073  | -0.929  |
|  -6016.678  |    25.0 | 3.073  | -1.378  |
|  -6016.679  |    25.0 | 3.073  | -1.260  |
|  -6016.689  |    25.0 | 3.073  | -1.444  |
|  -6016.690  |    25.0 | 3.073  | -1.707  |
|  -6016.691  |    25.0 | 3.073  | -1.640  |
|  -6016.697  |    25.0 | 3.073  | -2.406  |
|  -6016.701  |    25.0 | 3.073  | -1.281  |
|  -6016.707  |    25.0 | 3.073  | -1.640  |
|  -6016.708  |    25.0 | 3.073  | -1.276  |
|  -6016.709  |    25.0 | 3.073  | -1.378  |
|   6021.746  |    25.0 | 3.075  | -2.668  | JM/hfs loggf= +0.034
|  -6021.772  |    25.0 | 3.075  | -1.451  |
|  -6021.774  |    25.0 | 3.075  | -2.316  |
|  -6021.795  |    25.0 | 3.075  | -1.275  |
|  -6021.798  |    25.0 | 3.075  | -2.191  |
|  -6021.804  |    25.0 | 3.075  | -0.533  |
|  -6021.813  |    25.0 | 3.075  | -1.249  |
|  -6021.817  |    25.0 | 3.075  | -2.271  |
|  -6021.821  |    25.0 | 3.075  | -0.673  |
|  -6021.827  |    25.0 | 3.075  | -1.316  |
|  -6021.834  |    25.0 | 3.075  | -0.831  |
|  -6021.837  |    25.0 | 3.075  | -1.492  |
|  -6021.843  |    25.0 | 3.075  | -1.015  |
|  -6021.846  |    25.0 | 3.075  | -1.522  |
|  -6021.847  |    25.0 | 3.075  | -1.237  |
|   4792.8604 |    27.0 | 3.2524 | -0.921  | KRZ/hfs + Reddy03 loggf=-0.15 --- Co I
|  -4792.7988 |    27.0 | 3.2524 | -2.734  |
|  -4792.8140 |    27.0 | 3.2524 | -2.324  |
|  -4792.8242 |    27.0 | 3.2524 | -1.620  |
|  -4792.8271 |    27.0 | 3.2524 | -2.102  |
|  -4792.8340 |    27.0 | 3.2524 | -1.424  |
|  -4792.8379 |    27.0 | 3.2524 | -1.977  |
|  -4792.8428 |    27.0 | 3.2524 | -1.370  |
|  -4792.8477 |    27.0 | 3.2524 | -1.926  |
|  -4792.8501 |    27.0 | 3.2524 | -1.392  |
|  -4792.8540 |    27.0 | 3.2524 | -0.780  |
|  -4792.8560 |    27.0 | 3.2524 | -1.956  |
|  -4792.8560 |    27.0 | 3.2524 | -1.483  |
|  -4792.8604 |    27.0 | 3.2524 | -1.671  |
|  -4792.8643 |    27.0 | 3.2524 | -1.085  |
|  -4792.8672 |    27.0 | 3.2524 | -1.283  |
|  -4792.8682 |    27.0 | 3.2524 | -1.926  |
|  -4792.8682 |    27.0 | 3.2524 | -1.538  |
|   4813.4780 |    27.0 | 3.2158 | -0.601  | KRZ/hfs + Neves09 loggf=+0.177
|  -4813.3979 |    27.0 | 3.2158 | -2.805  |
|  -4813.4160 |    27.0 | 3.2158 | -2.407  |
|  -4813.4321 |    27.0 | 3.2158 | -2.203  |
|  -4813.4321 |    27.0 | 3.2158 | -1.504  |
|  -4813.4453 |    27.0 | 3.2158 | -1.293  |
|  -4813.4468 |    27.0 | 3.2158 | -2.106  |
|  -4813.4561 |    27.0 | 3.2158 | -1.220  |
|  -4813.4590 |    27.0 | 3.2158 | -2.106  |
|  -4813.4658 |    27.0 | 3.2158 | -1.214  |
|  -4813.4697 |    27.0 | 3.2158 | -2.261  |
|  -4813.4712 |    27.0 | 3.2158 | -0.496  |
|  -4813.4727 |    27.0 | 3.2158 | -1.261  |
|  -4813.4790 |    27.0 | 3.2158 | -1.366  |
|  -4813.4829 |    27.0 | 3.2158 | -1.562  |
|  -4813.4854 |    27.0 | 3.2158 | -0.717  |
|  -4813.4893 |    27.0 | 3.2158 | -0.846  |
|  -4813.4902 |    27.0 | 3.2158 | -1.629  |
|  -4813.4922 |    27.0 | 3.2158 | -0.992  |
|  -4813.4932 |    27.0 | 3.2158 | -1.366  |
|  -4813.4932 |    27.0 | 3.2158 | -1.162  |
|   5212.687  |    27.0 | 3.5144 | -1.103  | JM/hfs -0.11 (quality:B)
|  -5212.591  |    27.0 | 3.5144 | -1.882  |
|  -5212.618  |    27.0 | 3.5144 | -1.667  |
|  -5212.642  |    27.0 | 3.5144 | -1.590  |
|  -5212.649  |    27.0 | 3.5144 | -0.819  |
|  -5212.664  |    27.0 | 3.5144 | -1.579  |
|  -5212.669  |    27.0 | 3.5144 | -0.955  |
|  -5212.683  |    27.0 | 3.5144 | -1.622  |
|  -5212.700  |    27.0 | 3.5144 | -1.725  |
|  -5212.701  |    27.0 | 3.5144 | -1.262  |
|  -5212.713  |    27.0 | 3.5144 | -1.431  |
|  -5212.714  |    27.0 | 3.5144 | -1.946  |
|  -5212.722  |    27.0 | 3.5144 | -1.598  |
|  -5212.728  |    27.0 | 3.5144 | -1.882  |
|  -5212.729  |    27.0 | 3.5144 | -1.736  |
|  -5212.734  |    27.0 | 3.5144 | -1.750  |
|  -5212.738  |    27.0 | 3.5144 | -1.667  |
|  -5212.745  |    27.0 | 3.5144 | -1.590  |
|  -5212.748  |    27.0 | 3.5144 | -1.946  |
|  -5212.750  |    27.0 | 3.5144 | -1.579  |
|  -5212.751  |    27.0 | 3.5144 | -1.725  |
|  -5212.752  |    27.0 | 3.5144 | -1.622  |
|   5247.872  |    27.0 | 1.785  | -2.710  | JM/hfs -2.08 (NIST D)
|  -5247.897  |    27.0 | 1.785  | -2.564  |
|  -5247.936  |    27.0 | 1.785  | -2.564  |
|  -5247.962  |    27.0 | 1.785  | -3.041  |
|   5280.6221 |    27.0 | 3.6290 | -0.808  | KRZ/hfs + Asplund loggf=-0.030
|  -5280.5322 |    27.0 | 3.6290 | -3.012  |
|  -5280.5591 |    27.0 | 3.6290 | -2.614  |
|  -5280.5659 |    27.0 | 3.6290 | -1.711  |
|  -5280.5830 |    27.0 | 3.6290 | -2.410  |
|  -5280.5879 |    27.0 | 3.6290 | -1.500  |
|  -5280.6030 |    27.0 | 3.6290 | -2.313  |
|  -5280.6050 |    27.0 | 3.6290 | -0.703  |
|  -5280.6060 |    27.0 | 3.6290 | -1.427  |
|  -5280.6201 |    27.0 | 3.6290 | -2.313  |
|  -5280.6221 |    27.0 | 3.6290 | -1.421  |
|  -5280.6343 |    27.0 | 3.6290 | -2.468  |
|  -5280.6343 |    27.0 | 3.6290 | -1.468  |
|  -5280.6348 |    27.0 | 3.6290 | -0.924  |
|  -5280.6440 |    27.0 | 3.6290 | -1.573  |
|  -5280.6455 |    27.0 | 3.6290 | -1.053  |
|  -5280.6499 |    27.0 | 3.6290 | -1.769  |
|  -5280.6533 |    27.0 | 3.6290 | -1.199  |
|  -5280.6582 |    27.0 | 3.6290 | -1.836  |
|  -5280.6582 |    27.0 | 3.6290 | -1.369  |
|  -5280.6592 |    27.0 | 3.6290 | -1.573  |
|   5301.043  |    27.0 | 1.71   | -3.335  | JM/hfs -1.99 NIST
|  -5301.008  |    27.0 | 1.71   | -3.335  |
|  -5301.017  |    27.0 | 1.71   | -2.636  |
|  -5301.026  |    27.0 | 1.71   | -3.154  |
|  -5301.034  |    27.0 | 1.71   | -2.927  |
|  -5301.041  |    27.0 | 1.71   | -3.123  |
|  -5301.048  |    27.0 | 1.71   | -3.334  |
|  -5301.052  |    27.0 | 1.71   | -3.187  |
|  -5301.056  |    27.0 | 1.71   | -3.154  |
|  -5301.058  |    27.0 | 1.71   | -4.051  |
|  -5301.061  |    27.0 | 1.71   | -3.386  |
|  -5301.065  |    27.0 | 1.71   | -5.295  |
|  -5301.065  |    27.0 | 1.71   | -3.123  |
|  -5301.070  |    27.0 | 1.71   | -3.641  |
|  -5301.071  |    27.0 | 1.71   | -3.187  |
|  -5301.074  |    27.0 | 1.71   | -3.386  |
|   5342.706  |    27.0 | 4.021  | -0.187  | JM/hfs lgf=0.54 Reddy03
|  -5342.693  |    27.0 | 4.021  | -0.743  |
|  -5342.693  |    27.0 | 4.021  | -0.660  |
|  -5342.693  |    27.0 | 4.021  | -0.574  |
|  -5342.694  |    27.0 | 4.021  | -0.490  |
|  -5342.696  |    27.0 | 4.021  | -0.408  |
|  -5342.699  |    27.0 | 4.021  | -0.331  |
|  -5342.701  |    27.0 | 4.021  | -1.468  |
|  -5342.702  |    27.0 | 4.021  | -0.257  |
|  -5342.704  |    27.0 | 4.021  | -1.250  |
|  -5342.707  |    27.0 | 4.021  | -1.156  |
|  -5342.712  |    27.0 | 4.021  | -1.124  |
|  -5342.713  |    27.0 | 4.021  | -2.681  |
|  -5342.716  |    27.0 | 4.021  | -1.144  |
|  -5342.718  |    27.0 | 4.021  | -2.447  |
|  -5342.722  |    27.0 | 4.021  | -1.231  |
|  -5342.725  |    27.0 | 4.021  | -2.401  |
|  -5342.728  |    27.0 | 4.021  | -1.454  |
|  -5342.732  |    27.0 | 4.021  | -2.468  |
|  -5342.739  |    27.0 | 4.021  | -2.651  |
|  -5342.748  |    27.0 | 4.021  | -3.033  |
|   5352.0361 |    27.0 | 3.5763 | -0.728  | KRZ/hfs + Asplund loggf=+0.060
|  -5351.8926 |    27.0 | 3.5763 | -3.244  |
|  -5351.9248 |    27.0 | 3.5763 | -2.855  |
|  -5351.9531 |    27.0 | 3.5763 | -2.663  |
|  -5351.9531 |    27.0 | 3.5763 | -1.791  |
|  -5351.9756 |    27.0 | 3.5763 | -1.573  |
|  -5351.9780 |    27.0 | 3.5763 | -2.583  |
|  -5351.9971 |    27.0 | 3.5763 | -1.491  |
|  -5352.0000 |    27.0 | 3.5763 | -2.611  |
|  -5352.0146 |    27.0 | 3.5763 | -1.475  |
|  -5352.0190 |    27.0 | 3.5763 | -2.818  |
|  -5352.0205 |    27.0 | 3.5763 | -0.644  |
|  -5352.0288 |    27.0 | 3.5763 | -1.511  |
|  -5352.0410 |    27.0 | 3.5763 | -1.607  |
|  -5352.0488 |    27.0 | 3.5763 | -0.818  |
|  -5352.0503 |    27.0 | 3.5763 | -1.818  |
|  -5352.0586 |    27.0 | 3.5763 | -0.914  |
|  -5352.0659 |    27.0 | 3.5763 | -1.018  |
|  -5352.0698 |    27.0 | 3.5763 | -1.366  |
|  -5352.0698 |    27.0 | 3.5763 | -1.130  |
|  -5352.0723 |    27.0 | 3.5763 | -1.248  |
|   5359.1968 |    27.0 | 4.1494 | -0.983  | KRZ/hfs + Neves09 loggf=+0.040
|  -5359.1885 |    27.0 | 4.1494 | -0.633  |
|  -5359.1914 |    27.0 | 4.1494 | -0.738  |
|  -5359.1938 |    27.0 | 4.1494 | -0.854  |
|  -5359.1997 |    27.0 | 4.1494 | -1.129  |
|  -5359.2041 |    27.0 | 4.1494 | -1.299  |
|  -5359.2070 |    27.0 | 4.1494 | -1.503  |
|  -5359.2100 |    27.0 | 4.1494 | -1.766  |
|  -5359.2139 |    27.0 | 4.1494 | -1.699  |
|  -5359.2139 |    27.0 | 4.1494 | -1.503  |
|  -5359.2148 |    27.0 | 4.1494 | -1.398  |
|  -5359.2148 |    27.0 | 4.1494 | -1.351  |
|  -5359.2158 |    27.0 | 4.1494 | -1.357  |
|  -5359.2158 |    27.0 | 4.1494 | -1.430  |
|  -5359.2168 |    27.0 | 4.1494 | -1.641  |
|  -5359.2212 |    27.0 | 4.1494 | -2.398  |
|  -5359.2246 |    27.0 | 4.1494 | -2.243  |
|  -5359.2295 |    27.0 | 4.1494 | -2.243  |
|  -5359.2339 |    27.0 | 4.1494 | -2.340  |
|  -5359.2383 |    27.0 | 4.1494 | -2.544  |
|  -5359.2422 |    27.0 | 4.1494 | -2.942  |
|   5483.354  |    27.0 | 1.7104 | -2.425  | JM/hfs NIST C loggf=-1.49
|  -5483.309  |    27.0 | 1.7104 | -2.120  |
|  -5483.334  |    27.0 | 1.7104 | -2.261  |
|  -5483.344  |    27.0 | 1.7104 | -2.961  |
|  -5483.363  |    27.0 | 1.7104 | -2.764  |
|  -5483.370  |    27.0 | 1.7104 | -2.623  |
|  -5483.372  |    27.0 | 1.7104 | -4.074  |
|  -5483.378  |    27.0 | 1.7104 | -2.710  |
|  -5483.383  |    27.0 | 1.7104 | -2.878  |
