wavelength,species,ep,gf
-5218.202,29,3.816,-1.124
-5218.19,29,3.816,-1.446
-5218.192,29,3.816,-1.491
-5218.192,29,3.816,-1.123
-5218.196,29,3.816,-2.446
-5218.196,29,3.816,-1.379
-5218.196,29,3.816,-0.874
-5218.202,29,3.816,-2.622
-5218.202,29,3.816,-1.475
-5218.202,29,3.816,-0.667
5220.065,29,3.816,-1.8131
-5220.067,29,3.816,-1.8131
-5220.066,29,3.816,-2.2111
-5220.064,29,3.816,-1.609
-5220.068,29,3.816,-1.609
-5220.066,29,3.816,-1.5121
-5220.063,29,3.816,-1.667
-5220.069,29,3.816,-1.667
-5220.066,29,3.816,-1.0649
-5220.099,29,3.816,-2.1611
-5220.101,29,3.816,-2.1611
-5220.1,29,3.816,-2.5591
-5220.098,29,3.816,-1.957
-5220.102,29,3.816,-1.957
-5220.1,29,3.816,-1.8601
-5220.097,29,3.816,-2.015
-5220.103,29,3.816,-2.015
-5220.1,29,3.816,-1.4129
7933.131,29,3.79,-2.082
-7933.092,29,3.79,-1.383
-7933.101,29,3.79,-1.035
-7933.115,29,3.79,-1.383
-7933.122,29,3.79,-1.035
-7933.136,29,3.79,-1.734
-7933.154,29,3.79,-1.383
-7933.157,29,3.79,-1.035
8092.6289,29,3.8167,-0.561
-8092.6001,29,3.8167,-2.055
-8092.6079,29,3.8167,-1.707
-8092.6079,29,3.8167,-1.356
-8092.6172,29,3.8167,-1.008
-8092.623,29,3.8167,-0.909
-8092.6362,29,3.8167,-1.754
-8092.6396,29,3.8167,-1.406
-8092.6396,29,3.8167,-1.356
-8092.644,29,3.8167,-1.008
-8092.6489,29,3.8167,-1.356
-8092.6538,29,3.8167,-1.008
4722.159,30,4.03,-0.38
4810.534,30,4.08,-0.16
6362.347,30,5.8,0.14
7800.321,37,0,-0.616
-7800.293,37,0,-0.838
-7800.232,37,0,-0.231
-7800.176,37,0,-0.378
7947.657,37,0,-0.924
-7947.629,37,0,-1.146
-7947.565,37,0,-0.539
-7947.513,37,0,-0.686
4854.867,39.1,0.9923,-0.857
-4854.867,39.1,0.9923,-0.602
-4854.868,39.1,0.9923,-1.556
4883.685,39.1,1.0841,-0.298
-4883.685,39.1,1.0841,-1.729
-4883.685,39.1,1.0841,-0.185
4900.11,39.1,1.0326,-0.488
-4900.11,39.1,1.0326,-1.634
-4900.11,39.1,1.0326,-0.333
5087.418,39.1,1.0841,-0.534
-5087.418,39.1,1.0841,-2.078
-5087.42,39.1,1.0841,-2.078
-5087.42,39.1,1.0841,-0.435
5119.1108,39.1,0.9923,-2.904
-5119.1118,39.1,0.9923,-1.758
-5119.1128,39.1,0.9923,-1.603
5200.411,39.1,0.9923,-1.968
-5200.413,39.1,0.9923,-1.014
-5200.413,39.1,0.9923,-0.822
-5200.414,39.1,0.9923,-1.968
5402.7729,39.1,1.839,-1.984
-5402.7739,39.1,1.839,-0.838
-5402.7754,39.1,1.839,-0.683
5112.28,40.1,1.66,-0.59
5853.696,56.1,0.604,-2.915
-5853.697,56.1,0.604,-2.857
-5853.697,56.1,0.604,-3.148
-5853.698,56.1,0.604,-3.09
-5853.699,56.1,0.604,-3.295
-5853.699,56.1,0.604,-3.061
-5853.7,56.1,0.604,-2.76
-5853.7,56.1,0.604,-3.693
-5853.7,56.1,0.604,-2.546
-5853.7,56.1,0.604,-2.53
-5853.7,56.1,0.604,-3.459
-5853.7,56.1,0.604,-2.313
-5853.7,56.1,0.604,-1.054
-5853.7,56.1,0.604,-2.012
-5853.7,56.1,0.604,-2.994
-5853.701,56.1,0.604,-3.295
-5853.702,56.1,0.604,-3.061
-5853.703,56.1,0.604,-2.857
-5853.703,56.1,0.604,-3.09
-5853.704,56.1,0.604,-3.148
-5853.704,56.1,0.604,-2.915
6141.695,56.1,0.704,-3.641
-6141.695,56.1,0.704,-3.407
-6141.697,56.1,0.704,-2.495
-6141.697,56.1,0.704,-2.261
-6141.698,56.1,0.704,-3.465
-6141.698,56.1,0.704,-3.231
-6141.699,56.1,0.704,-1.686
-6141.699,56.1,0.704,-1.453
-6141.699,56.1,0.704,-2.398
-6141.699,56.1,0.704,-2.164
-6141.7,56.1,0.704,-1.7
-6141.7,56.1,0.704,-0.224
-6141.7,56.1,0.704,-1.182
-6141.701,56.1,0.704,-1.892
-6141.701,56.1,0.704,-1.659
-6141.701,56.1,0.704,-2.51
-6141.701,56.1,0.704,-2.277
-6141.702,56.1,0.704,-1.909
-6141.702,56.1,0.704,-2.465
-6141.702,56.1,0.704,-2.143
-6141.703,56.1,0.704,-2.231
6496.9,56.1,0.604,-2
-6496.906,56.1,0.604,-2.764
-6496.907,56.1,0.604,-2.367
-6496.889,56.1,0.604,-3.066
-6496.91,56.1,0.604,-2.367
-6496.892,56.1,0.604,-2.367
-6496.896,56.1,0.604,-1.919
-6496.9,56.1,0.604,-1.482
-6496.906,56.1,0.604,-2.531
-6496.908,56.1,0.604,-2.133
-6496.888,56.1,0.604,-2.832
-6496.912,56.1,0.604,-2.133
-6496.891,56.1,0.604,-2.133
-6496.896,56.1,0.604,-1.686
-6496.9,56.1,0.604,-0.524
